+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                ;
+--------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                            ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; AluWithBarrel|Barrel_Shifter1|\G7:15:two_one_MUX_16bit_i|g_and1                      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:15:two_one_MUX_16bit_i|g_invg1                     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:15:two_one_MUX_16bit_i                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:14:two_one_MUX_16bit_i|g_or1                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:14:two_one_MUX_16bit_i|g_and2                      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:14:two_one_MUX_16bit_i|g_and1                      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:14:two_one_MUX_16bit_i|g_invg1                     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:14:two_one_MUX_16bit_i                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:13:two_one_MUX_16bit_i|g_or1                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:13:two_one_MUX_16bit_i|g_and2                      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:13:two_one_MUX_16bit_i|g_and1                      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:13:two_one_MUX_16bit_i|g_invg1                     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:13:two_one_MUX_16bit_i                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:12:two_one_MUX_16bit_i|g_or1                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:12:two_one_MUX_16bit_i|g_and2                      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:12:two_one_MUX_16bit_i|g_and1                      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:12:two_one_MUX_16bit_i|g_invg1                     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:12:two_one_MUX_16bit_i                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:11:two_one_MUX_16bit_i|g_or1                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:11:two_one_MUX_16bit_i|g_and2                      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:11:two_one_MUX_16bit_i|g_and1                      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:11:two_one_MUX_16bit_i|g_invg1                     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:11:two_one_MUX_16bit_i                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:10:two_one_MUX_16bit_i|g_or1                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:10:two_one_MUX_16bit_i|g_and2                      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:10:two_one_MUX_16bit_i|g_and1                      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:10:two_one_MUX_16bit_i|g_invg1                     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:10:two_one_MUX_16bit_i                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:9:two_one_MUX_16bit_i|g_or1                        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:9:two_one_MUX_16bit_i|g_and2                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:9:two_one_MUX_16bit_i|g_and1                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:9:two_one_MUX_16bit_i|g_invg1                      ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:9:two_one_MUX_16bit_i                              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:8:two_one_MUX_16bit_i|g_or1                        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:8:two_one_MUX_16bit_i|g_and2                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:8:two_one_MUX_16bit_i|g_and1                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:8:two_one_MUX_16bit_i|g_invg1                      ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:8:two_one_MUX_16bit_i                              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:7:two_one_MUX_16bit_i|g_or1                        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:7:two_one_MUX_16bit_i|g_and2                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:7:two_one_MUX_16bit_i|g_and1                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:7:two_one_MUX_16bit_i|g_invg1                      ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:7:two_one_MUX_16bit_i                              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:6:two_one_MUX_16bit_i|g_or1                        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:6:two_one_MUX_16bit_i|g_and2                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:6:two_one_MUX_16bit_i|g_and1                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
